Participant_ID,Age,Gender,Sport_Type,Experience_Years,Training_Method,Adaptation_Type,Session_Count,Session_Duration_Min,Training_Period_Weeks,Intervention_Intensity_Level,Intrinsic_Motivation,Extrinsic_Motivation,Anxiety_Level,Stress_Coping_Ability,Resilience_Index,Self_Confidence_Score,Performance_Score,Training_Adherence_Rate,Post_Session_Satisfaction_Score,Motivation_Gain,Confidence_Gain,Stress_Reduction_Percentage,Adaptation_Effectiveness_Score
41522,28.91737491,Male,Athletics,10.34557801,Cognitive Restructuring,Feedback-based,12.01270608,59.21122607,8.660134845,Medium,62.03604707,94.76612343,54.98258043,64.21684836,99.9194223,57.75101948,81.26611031,61.05673931,65.41885055,2.906253131,4.260095912,15.12954863,12.295114
41523,25.63908825,Male,Athletics,10.45586018,Visualization,Coach-adjusted,12.65540758,71.12536734,6.569619109,Low,83.19344669,72.36984173,94.81186966,69.92268251,73.16745682,66.10780785,95.26503295,84.08381576,100,0,12.89419198,20.31084505,11.27882824
41524,30.92057995,Male,Basketball,8.16530429,Goal-setting,Feedback-based,14.91880198,98.71950868,9.780568232,Low,74.7630539,55.20695696,46.76431883,87.94119135,68.28032245,97.15442485,89.4925492,85.46480207,73.84329331,7.961388224,10.31102715,3.82731374,10.2215361
41525,31.34960173,Male,Tennis,6.905831253,Goal-setting,Coach-adjusted,15.69955088,63.00660817,3.909328164,Low,56.57474522,55.55435674,28.27653635,65.96645982,59.70018033,71.47284427,47.16166744,80.51152881,58.60673202,13.6366976,17.93660844,22.43988011,17.07363641
41526,33.08718639,Female,Swimming,0,Mindfulness,Coach-adjusted,9.83242396,62.28017696,6.204662678,Low,97.03862334,49.1514719,58.57215581,69.12786948,93.20338324,63.16523418,95.91890142,73.69035812,86.82607991,8.097351019,5.68927417,4.057900723,17.67479728
41527,29.78093733,Female,Swimming,6.173114327,Visualization,AI-guided,21.69248783,50.24343695,8.339514073,Medium,81.0946813,69.57448051,52.53805897,98.04686853,81.73942833,100,100,78.52091338,86.59050208,6.887489268,13.64736015,13.26764094,11.01089692
41528,38.51804329,Female,Football,0.552560395,Visualization,Coach-adjusted,10.55237899,32.63681407,13.93761694,Medium,76.86353565,76.02516867,25.61656044,89.57096873,96.5745058,58.16333228,89.30052068,73.21566157,64.44118527,13.43204568,11.57069832,16.83700982,12.14171963
41529,19.4712229,Male,Swimming,3.738500534,Self-talk,Coach-adjusted,9.512943704,64.86946686,8.94094434,Medium,89.30093859,70.34379871,5.188819753,62.66989546,73.1760347,46.95413118,70.01807013,91.42983509,69.74223608,4.502221078,10.91137793,20.93756709,14.18164665
41530,29.07103098,Male,Swimming,3.783501144,Mindfulness,Feedback-based,8.923210892,57.11907947,7.813832258,Medium,64.04956984,61.34404023,34.62151839,95.74798337,79.77148687,46.84423385,77.31956624,76.30074127,87.15245925,5.64316417,9.57407327,18.43377935,10.3097384
41531,21.863512,Male,Athletics,1.985889661,Mindfulness,Coach-adjusted,9.420516848,68.59473906,10.43141325,Medium,62.10642518,60.95469198,32.68233391,66.9675457,80.87100702,21.90122188,70.16112412,80.78064383,84.53047693,7.347627978,14.20227544,24.62929305,11.00914361
41532,33.42144849,Female,Athletics,6.028206186,Self-talk,AI-guided,17.27079391,70.30855558,6.544589279,Low,84.45455591,70.0306625,46.64045624,87.69306282,69.36160136,61.29951833,84.86835803,89.20911745,65.02931173,7.291135486,11.18931162,18.85361733,13.57084297
41533,32.03675237,Male,Football,3.193715047,Mindfulness,Feedback-based,14.10640652,70.28446003,7.78593043,Medium,45.96270265,50.66380108,54.86181327,100,42.72724166,85.4061266,79.0504037,74.28332662,49.74285063,11.63808912,6.486071384,18.39130562,16.34258407
41534,25.81797958,Female,Athletics,3.035023985,Self-talk,Feedback-based,10.53207098,77.65838858,4.91867294,Low,67.22680806,91.63033429,34.49433897,57.53721403,83.13847876,47.0447351,88.84495538,75.28370891,60.79056011,6.970176966,19.64240147,18.27966639,14.30431787
41535,18.3778456,Female,Athletics,5.548312128,Visualization,AI-guided,18.69793007,68.68179006,8.559744251,High,62.7033571,83.14100514,59.43302823,100,72.87185528,82.19739281,64.0114642,64.58641561,72.92485091,7.481517187,16.10537497,5.006940342,12.38707625
41536,26.48502811,Male,Tennis,6.080320493,Mindfulness,AI-guided,17.98930287,24.2813372,7.310333618,High,76.36926505,62.51900301,52.22047538,82.95943698,56.55241235,58.670967,80.33051279,79.69389298,74.38537234,4.710844017,4.055219084,17.4686534,16.7989079
41537,26.21528507,Male,Football,13.60565116,Goal-setting,AI-guided,7.467616665,66.06820431,4.478763094,High,75.96939678,56.64145172,33.02397173,84.34259087,84.04563183,60.2810093,94.04520428,64.52628894,70.64572799,3.926989208,23.00394513,19.42501903,15.94002141
41538,16.87631537,Female,Football,10.79853583,Self-talk,AI-guided,12.70921518,59.85152228,6.118663613,High,77.83148028,66.99328758,26.86518475,66.71468396,85.96110085,77.53338992,75.80197299,60.66004086,90.88721868,9.740907387,7.359043928,21.76692889,18.131568
41539,30.46189073,Male,Swimming,5.401406798,Cognitive Restructuring,Feedback-based,15.59202243,72.14551664,9.407163214,Low,72.27990721,66.29990433,64.73611566,47.00750036,71.39708757,100,42.64216502,88.20002278,63.34197331,3.487339662,18.74901841,17.93560496,11.79580674
41540,26.52417325,Male,Football,2.92144703,Cognitive Restructuring,AI-guided,12.97775564,63.8359076,7.673867469,Medium,77.14137272,59.74481924,52.84543682,52.79836205,97.94648384,95.85611582,73.09500659,71.85467177,55.67024176,6.78770538,12.57374726,13.93227311,13.36651742
41541,30.99348318,Female,Swimming,3.018261289,Self-talk,Feedback-based,16.13672991,60.51622721,5.220382527,Low,51.5170514,58.53316563,6.544979261,75.21865441,66.81154077,72.70707285,92.67500193,65.18607505,77.06022965,11.64862891,20.62063355,23.12511064,8.26946204
41542,24.18407632,Female,Athletics,4.6333579,Goal-setting,Feedback-based,12.77489583,58.76521751,10.17358276,High,73.07780103,91.7057213,9.814407123,89.84663817,94.6704864,60.21586004,46.48817268,64.68823746,76.78117151,16.15322521,14.34736118,15.75484541,9.36932533
41543,22.59620975,Male,Tennis,7.085529165,Visualization,AI-guided,12.03884054,100,6.798129064,Low,57.68749555,72.88630988,13.7969349,89.48961912,90.24688822,72.28675755,62.0573266,79.40239461,83.62281356,4.454794156,0.364154256,10.66597405,5.72038217
41544,21.65821912,Male,Basketball,3.554249187,Mindfulness,Feedback-based,19.77804692,68.1424159,6.985151152,Medium,92.64478504,78.74819059,40.03081118,89.61981254,85.72908472,67.52094424,75.71688365,82.93283259,61.79134946,8.951416798,1.586810532,12.84086071,11.92135227
41545,20.30083724,Female,Swimming,8.937696226,Mindfulness,Feedback-based,6.89841616,67.48214569,12.96424317,Medium,70.08347016,84.80139158,15.73062604,55.36975287,86.22283257,74.3615504,88.10286598,77.77199892,63.83854142,9.596211406,11.21643063,12.09872653,10.44086268
41546,22.20235035,Male,Basketball,0.753184055,Mindfulness,AI-guided,6.713113873,40.25822297,5.414422238,Low,65.48961783,56.97636464,44.33866897,65.7722504,85.4234232,66.38621636,61.52180505,80.05893417,100,2.660420659,16.58802705,15.544558,15.80987572
41547,33.27849735,Female,Football,3.640048625,Self-talk,Feedback-based,10.96689058,73.89658289,9.581955323,Medium,84.03738835,87.71736678,21.58783357,52.32990356,56.2640939,59.19558716,54.52963464,77.17732128,66.21811109,3.509772478,15.62711153,12.92012067,12.87496673
41548,24.33721261,Female,Basketball,5.159815265,Self-talk,Coach-adjusted,14.78060537,38.43456098,8.946721049,Low,98.19640193,86.54308068,63.06990627,81.02227712,71.12179486,63.39051758,67.3458606,66.7788848,63.43118623,5.786296738,19.15625618,8.520977674,7.215146812
41549,31.38273946,Male,Tennis,0.484742868,Visualization,Feedback-based,14.99969799,68.74509971,7.724638805,Low,70.99422017,65.59477295,69.83228844,57.96690086,91.01720517,73.58143806,85.72861671,70.31228343,77.82663557,11.38007421,14.33332379,11.65931883,16.42602386
41550,25.91115798,Male,Football,4.781850816,Visualization,Feedback-based,10.08080315,39.75413435,8.182957166,High,60.54830595,51.77741355,25.78222256,79.72384897,76.89239115,87.60126475,67.63011342,52.86822276,53.05268739,6.856502351,5.237942199,22.53670924,13.72223491
41551,27.64000626,Male,Basketball,6.375607013,Goal-setting,Coach-adjusted,6.248254271,76.0324514,10.55218831,Medium,60.81951159,53.87195749,27.81358518,86.51108456,72.27893455,77.72136097,54.89583669,82.73642339,57.59468087,6.400623862,7.686173114,27.71408308,10.13415813
41552,20.30769718,Male,Swimming,7.240661116,Self-talk,AI-guided,9.662703359,67.93778814,9.003456459,Medium,88.51829452,78.89679017,66.39531736,71.19084258,87.32498505,96.12514293,67.99138505,79.22295345,62.73117166,1.629543676,9.663289418,10.74092165,6.940832538
41553,26.59128625,Female,Swimming,5.34784783,Goal-setting,Coach-adjusted,11.83266554,35.14934623,4.591597496,Medium,99.01861077,62.94082913,41.82062957,73.59605797,59.33722343,50.4224601,54.37586581,79.01206759,56.41286982,2.653044434,3.768128475,16.06330666,14.92512423
41554,23.71613071,Male,Athletics,5.209487077,Goal-setting,AI-guided,18.17169183,61.96386902,5.426492736,Medium,70.07821231,62.90408472,38.42391546,66.65012629,90.21684778,42.20316961,90.20088082,73.38207713,64.59847282,5.116061406,0,11.61438708,8.048652237
41555,20.92742695,Female,Basketball,4.552903353,Self-talk,AI-guided,3.41718419,73.78349743,10.05083099,Low,65.37113736,73.64694065,25.27994616,73.69263743,75.72171911,92.40402914,92.16557441,63.218369,73.4549234,11.06421157,9.844688612,18.70863155,13.58251469
41556,19.45911559,Female,Swimming,5.761213056,Mindfulness,AI-guided,10.78974179,66.38964184,7.197034398,High,79.82418928,74.29070024,57.15859699,53.26482712,56.93081578,78.58274992,71.60669869,91.53674808,76.70333668,5.809201449,8.111737218,9.254589976,10.11690621
41557,25.36867943,Female,Tennis,3.34718567,Visualization,AI-guided,11.03530288,51.96896595,8.460128272,High,66.08191434,49.38375284,14.37613981,82.86557658,67.43641572,77.96568318,89.51939869,80.34993308,77.85745059,7.539735869,0,26.75390785,3.14742997
41558,27.32342462,Male,Athletics,1.976899314,Visualization,Feedback-based,9.863822836,46.74688195,8.648246697,Low,96.01534842,43.84862839,11.77966017,82.21311745,62.57822529,51.35184958,81.49035561,49.65735827,79.61162974,11.64596134,3.079201767,13.01590613,18.39920983
41559,30.17858299,Male,Basketball,4.187321417,Cognitive Restructuring,AI-guided,12.69252985,73.0211459,4.180534617,Low,77.9214603,74.86024111,55.75574805,99.52586524,100,57.40339809,72.59972401,79.45731097,94.36594988,0,12.20512238,23.77005633,12.35833188
41560,22.06439493,Male,Swimming,6.461390597,Cognitive Restructuring,AI-guided,10.03349643,82.91219515,6.639662594,Low,69.39284865,84.70858943,60.99515392,79.05439924,76.8546448,50.02823077,82.17274168,80.5075815,89.40948103,10.36270193,3.509596858,15.10532973,15.42235791
41561,24.30227069,Male,Athletics,2.45604938,Goal-setting,Coach-adjusted,7.125738521,57.49025726,7.023556233,Low,59.76175754,76.40951083,23.7080772,100,59.11389255,45.73685483,71.32665338,95.33884432,79.55304457,6.955431075,7.055577557,13.65508732,11.34638259
41562,15.78204756,Male,Basketball,3.104182846,Self-talk,Feedback-based,12.57741662,81.03119737,5.097329233,Low,58.55625053,93.60803354,78.86754269,65.43198657,100,65.83217576,79.61882868,89.52470615,66.43874853,10.29065484,9.285600651,21.81318357,16.26234994
41563,19.77870637,Male,Basketball,8.856413359,Visualization,Feedback-based,11.86203254,89.69636148,6.778221332,High,53.09474296,86.03565179,8.885779011,72.52164874,87.00479577,62.3019419,57.86104224,76.76799386,68.75879134,2.772425087,12.47436459,18.74763982,8.390157289
41564,30.04212032,Male,Tennis,4.242935494,Mindfulness,Coach-adjusted,14.77033444,29.86145884,7.260733517,Medium,90.68524723,62.94767782,17.79810855,58.61533246,76.04557729,58.45294959,82.41500959,80.41195864,96.44507025,10.935754,13.1801083,18.62962549,13.34628974
41565,37.46292553,Female,Tennis,2.606614479,Self-talk,Feedback-based,16.10613275,79.55763995,5.70160247,High,42.54151292,69.28962878,18.73593918,100,66.91396295,74.67131107,83.69971946,79.06402708,100,6.034515177,10.10648091,11.05200151,10.69643557
41566,22.85238428,Female,Basketball,2.74087902,Goal-setting,AI-guided,9.998540442,43.72880685,8.119243354,Medium,97.31296894,81.16471308,26.59590315,88.18248554,95.77789935,78.36336109,57.70179302,63.35543964,81.07490317,9.007563911,19.17647562,14.14257468,11.07573414
41567,30.05618764,Female,Swimming,1.47308004,Mindfulness,Feedback-based,10.87937627,62.49364221,10.88899782,Medium,67.10415096,65.38023518,63.94011574,100,80.26124435,63.90435371,62.1016712,65.34370891,82.21275996,12.76944047,10.06064804,23.60756576,10.45506321
41568,22.26147211,Male,Football,4.885162836,Goal-setting,Feedback-based,15.97315371,66.54840197,7.597502805,Low,51.2323348,65.36392797,81.83791148,100,90.27303081,58.17086246,80.93051737,81.2918555,77.73227306,9.458244272,15.83921076,10.83987366,12.24859958
41569,24.76243977,Male,Tennis,6.536192811,Goal-setting,Feedback-based,17.42649742,61.51586382,5.813079009,Low,90.67726998,61.90991588,55.48334945,51.81516659,61.94517396,82.82714067,59.78866941,78.05062981,70.49194125,7.196583824,3.491966697,15.53556348,16.81691914
41570,23.76979232,Male,Football,5.630581568,Mindfulness,Coach-adjusted,8.197094239,91.09536128,8.355918333,Low,70.02042286,57.56559548,52.50113767,63.63223073,78.50733607,39.9159583,83.47640621,69.92627564,75.87049383,0.676428287,14.99666713,19.6956411,14.60982517
41571,25.32893779,Male,Athletics,4.354352194,Cognitive Restructuring,Coach-adjusted,16.95724482,66.00811176,6.800510515,High,70.81813921,72.1210032,70.28943727,75.99893425,69.56522987,62.15351356,61.72200599,81.08219375,57.71023495,7.743336759,4.719508533,24.79266238,13.21080869
41572,19.84542266,Female,Basketball,6.588194827,Mindfulness,Feedback-based,14.75748826,25.85592079,11.85260412,Medium,73.04838803,61.1114424,32.8952764,62.08020783,72.0295572,67.44955735,95.21977538,82.9989624,55.95431222,7.944461077,16.33748742,21.55756159,14.72352842
41573,30.37691469,Male,Football,7.779230323,Goal-setting,Coach-adjusted,9.725204982,67.14415116,4.197857456,Medium,73.57873227,70.48138171,12.72998571,100,84.82518849,55.24302513,83.52762185,78.84842817,70.53793288,7.072517713,11.50320069,15.61670161,10.08368196
41574,32.28428585,Female,Tennis,6.938329288,Visualization,AI-guided,10.31106287,46.70402173,7.030594643,Medium,67.89005114,51.44959027,82.47181416,74.24957311,88.04037108,68.41639913,89.4745185,83.90126276,86.62702492,7.287613945,15.98655633,25.91976985,17.6272204
41575,30.30249568,Male,Football,0.137625612,Goal-setting,Feedback-based,13.01183236,55.79931789,9.114018809,Medium,66.92132176,73.27304279,10.65609019,69.34163663,86.84719527,84.59340117,72.90383293,72.0492203,95.56415145,11.6266458,15.37448473,14.45759256,15.79849608
41576,25.16396943,Female,Athletics,7.859268187,Self-talk,Coach-adjusted,6.946942299,48.07844551,9.675357694,Medium,82.84884645,63.37640312,13.47946258,68.28266059,77.75535922,18.37592813,79.27031377,83.03188457,81.78845807,7.1935282,10.79587157,16.89986669,10.49787761
41577,27.74453293,Male,Tennis,5.614552328,Visualization,Feedback-based,4.704302422,48.10560743,4.347776063,Medium,71.24943669,42.34370977,24.64993948,82.44767783,31.86816596,62.10511973,61.2060892,90.35341291,68.77313396,5.496290213,4.882286582,16.27366977,15.76306158
41578,18.76851296,Female,Basketball,5.988573063,Cognitive Restructuring,Coach-adjusted,18.13996302,25.62785799,3.023422212,Low,80.74356225,57.24535369,26.52361923,75.68384387,60.11141654,59.36321607,38.2493006,52.00460147,76.07057668,0,11.37076491,15.34210158,12.53866129
41579,37.23678128,Female,Swimming,0.733133222,Goal-setting,Coach-adjusted,5.453495601,77.74280162,6.885616476,Medium,71.71755799,71.95561743,43.74320666,52.33616219,67.92419866,58.94659794,68.61013205,86.7191505,82.92295845,9.526340967,14.25776686,23.97400136,9.953010396
41580,24.86811714,Female,Athletics,7.718495007,Self-talk,AI-guided,11.97269996,57.62944177,7.021424677,Low,89.08295533,76.51173009,41.84639449,68.90742146,77.11221188,38.05118717,72.77349754,88.06561953,75.43682724,9.048130594,10.71282365,22.46560923,10.31802539
41581,24.01018879,Male,Swimming,1.57527975,Visualization,Feedback-based,15.54957513,88.76987359,7.767373607,Low,74.24981843,51.61929362,72.457184,61.65927825,69.62949471,100,95.56692572,81.78410765,76.96400069,8.993082471,12.04593399,24.96718904,9.717917809
41582,24.62339038,Female,Football,7.213102042,Goal-setting,Coach-adjusted,16.91810349,88.35021238,10.40802701,Medium,49.16889246,71.10211185,38.27668056,57.87724569,64.90591258,43.27251848,76.89094683,83.00099167,99.66291875,6.187532733,16.12093,10.54308549,15.16477295
41583,30.83690674,Male,Swimming,3.852276902,Mindfulness,Coach-adjusted,12.65276768,59.4004017,5.01477283,Low,95.27171765,67.82412816,9.052082669,100,94.63452757,85.73972493,63.46169222,68.37283661,73.24973704,10.6334997,14.42508826,21.59709301,11.20188485
41584,27.28459701,Female,Swimming,2.839133725,Self-talk,AI-guided,9.864103943,66.66761189,9.425748975,Low,83.79557545,60.21709784,47.00652501,82.57702259,66.64104658,85.62057999,74.22771723,87.08383797,61.26017436,5.384510799,4.493492868,22.39939305,16.10290143
41585,33.10675673,Male,Tennis,4.128181915,Visualization,Feedback-based,9.215930808,62.66662141,5.421957116,Low,82.99708198,77.41466087,44.90482187,94.99990228,55.60559008,49.03975652,69.67525391,73.28358497,74.84567765,9.611008387,5.818318426,12.37218439,14.03008144
41586,31.61875772,Female,Swimming,8.134978814,Goal-setting,Feedback-based,15.33152709,57.48120554,6.540328404,High,56.03922456,57.70121538,55.75739561,74.36178576,76.43604315,64.01428363,69.60426315,85.07486103,84.63080542,8.979154906,12.9330899,11.96592408,13.5862611
41587,25.32969172,Female,Athletics,0.687947973,Mindfulness,AI-guided,4.913669909,49.70833347,9.31060589,High,94.32305811,86.45008086,7.258615949,76.92247556,59.80959271,74.60020445,71.5408609,99.07112242,69.24332859,5.534814356,12.40354201,12.67551483,11.21550945
41588,26.4906365,Male,Basketball,8.251117132,Mindfulness,Feedback-based,15.3040065,53.81332903,6.57316654,Low,69.04791944,50.86577132,42.28820471,88.75344263,49.40223714,87.1090449,81.86430648,71.99683278,98.41331874,4.343276478,16.70401719,11.28998164,11.50679531
41589,21.78559411,Female,Tennis,3.819094067,Goal-setting,Coach-adjusted,11.29538095,79.66368532,6.249414732,Low,54.8022658,67.66000436,25.97497474,79.47489787,60.7131546,76.58819977,66.5127507,71.38687518,80.77284501,0,13.75942112,20.51399389,17.29406336
41590,23.18023125,Female,Swimming,4.574656411,Goal-setting,AI-guided,15.52662633,37.20234177,9.171620394,Medium,69.81882783,70.18576778,42.20851853,91.76893006,44.83928001,52.53247699,67.64648674,65.88828087,65.23623393,6.724630422,14.08097691,22.998305,14.20830804
41591,25.51603501,Female,Tennis,7.016417968,Mindfulness,Coach-adjusted,18.92435488,91.41250331,5.344718995,Low,56.6997271,76.61103825,38.52754846,100,76.00284005,72.02918866,52.86029628,87.09910574,94.88183893,1.160918352,6.985900997,10.38406889,7.978951434
41592,21.93734604,Female,Swimming,5.735858926,Mindfulness,Feedback-based,8.715762895,52.18317428,7.384125908,Medium,58.04468047,54.30379712,41.68510961,81.92777678,72.50409542,69.22510297,72.99390882,81.54740231,62.98503602,5.799570229,9.167670766,13.11224142,8.748714226
41593,25.1758159,Male,Swimming,4.66338018,Goal-setting,AI-guided,8.736697765,72.14865702,6.203377006,Medium,90.2084423,54.59413785,54.73179202,53.67571373,71.17527083,67.25743342,92.35168837,79.38978515,68.37563739,6.885642942,13.44656963,13.13549085,11.54485172
41594,40.38504082,Female,Football,4.05536003,Visualization,Feedback-based,19.20160559,49.96362287,10.52153642,High,77.51144758,92.03104633,34.85479195,57.27944497,71.04030309,69.3532821,99.24030995,78.56244151,52.4996256,10.28585281,5.60453345,9.855453605,7.918850797
41595,27.1859022,Male,Tennis,6.566888934,Goal-setting,AI-guided,16.06872618,57.41117591,9.204246413,Low,53.1556601,65.08475781,78.01601212,100,67.84849569,60.89766458,71.96067053,67.10350871,72.8789719,6.344265705,15.64511848,9.243303076,8.877339743
41596,37.87085002,Female,Tennis,2.688799404,Self-talk,Feedback-based,14.57194947,65.60767481,4.373973842,Medium,59.70280053,76.01700475,52.5117087,92.60934806,73.21142903,39.08067228,52.6633519,80.51951007,81.94420464,6.684420681,18.71335347,24.32094221,7.35919511
41597,34.95509469,Female,Tennis,3.680644308,Goal-setting,Feedback-based,12.76558767,65.9224388,8.225605239,Medium,44.32402244,64.04237678,28.24547229,82.48620818,67.28893958,64.35540395,62.38024068,98.48586488,73.86190675,6.078458448,14.18119759,17.88067837,11.3709479
41598,26.85399171,Female,Swimming,3.61601778,Mindfulness,AI-guided,13.79088469,56.27035647,2.656924603,Medium,67.59957599,79.07439745,51.11598585,73.83748247,52.97836736,64.80159453,91.70317944,64.78145829,75.01125353,9.04486544,12.36643243,12.27583003,16.84976718
41599,29.29288424,Male,Tennis,5.676558549,Self-talk,Feedback-based,3.997166355,42.48053164,6.742295812,Low,56.97724445,68.4190412,49.07640368,91.78867947,56.01033711,59.44233711,100,70.44886049,98.16325658,9.862431666,16.01998532,20.61139243,14.02067127
41600,25.853809,Male,Tennis,0,Mindfulness,AI-guided,14.55191996,81.18991451,13.54299297,Low,66.23800384,69.04047365,58.46325018,68.09777185,61.67925992,88.88432597,90.88735694,69.80894822,93.73487533,4.387893261,16.33601404,12.0376041,13.54155607
41601,29.2936375,Female,Basketball,3.799067392,Mindfulness,AI-guided,0.479910021,73.03409447,8.798406322,Medium,69.88732496,59.36487942,63.22309076,68.78684692,92.3089525,51.20413649,65.3143827,86.38837319,67.86340995,4.195343901,12.09689706,8.490114418,11.25712798
41602,33.18032685,Male,Football,2.784491266,Mindfulness,AI-guided,13.29450311,49.32582485,7.961204243,Low,70.96942472,68.82172303,46.73924009,71.49043755,61.15153666,87.87800652,74.56653636,92.07640285,76.21033187,6.614819839,6.969058938,11.71771724,9.070996888
41603,19.21243355,Female,Athletics,5.170957656,Mindfulness,Coach-adjusted,6.996775398,56.93226604,7.729011764,Medium,71.21593981,71.2935954,53.46047836,74.69226089,52.74982119,72.77408426,85.4011577,76.37766601,92.30475264,12.07735101,9.387178709,18.03834676,4.289029991
41604,29.54393324,Female,Football,4.627931537,Visualization,Feedback-based,17.46294149,49.54918128,8.078006779,Low,79.97430194,62.85505584,71.88197469,64.90832843,62.94017165,27.76466092,48.8753385,70.53615531,46.75276881,10.42631043,16.93420561,19.08012019,17.67661624
41605,22.44392951,Female,Tennis,9.047672935,Self-talk,AI-guided,9.036221076,73.42709547,9.980300931,High,71.02910408,55.84238216,71.34846297,73.89593994,66.68050806,93.27779233,85.0275367,98.82591361,67.78518322,10.3742677,15.14368944,23.27055072,7.906928564
41606,19.75558384,Female,Athletics,6.359457695,Self-talk,AI-guided,11.04250677,73.4724986,7.163061966,Low,85.42395289,77.68198749,51.20908017,93.24221683,61.04017245,49.71325976,63.78694802,81.59358006,73.73841738,8.162067268,14.6562211,24.8002135,17.54090191
41607,30.79417356,Male,Football,3.813211399,Mindfulness,Feedback-based,5.081884211,52.86689348,10.03682336,Low,71.65085024,100,41.78062172,73.1208394,75.17071049,71.05737224,69.4502745,63.26560774,65.56298941,8.293806686,10.50768225,3.851773519,15.36553685
41608,23.81828931,Female,Basketball,6.754527294,Self-talk,AI-guided,13.13727333,40.61134723,9.089562663,Low,47.09270141,48.45329173,84.08276902,87.54073166,73.74638834,71.48255993,80.34127665,80.78129083,68.30722151,7.823753542,19.14309347,15.18673437,10.19241564
41609,28.95236573,Male,Basketball,0,Visualization,Coach-adjusted,15.23982905,69.2598468,5.714797101,Medium,100,72.30626702,60.57346456,37.47717866,68.60136388,63.48338472,63.09694473,96.47802558,90.09777709,14.19876793,9.887094247,18.76398964,13.49596374
41610,24.00729665,Male,Football,5.339315985,Visualization,Coach-adjusted,11.65639374,89.69476518,10.93268283,Low,66.19055744,44.93362506,48.03397974,79.88512969,69.11350797,83.23512755,76.86693806,77.17687125,61.56087715,8.554675921,12.78835846,24.03700301,13.26457987
41611,15.62217978,Male,Football,4.947540056,Self-talk,AI-guided,18.71828922,74.22990707,3.962702144,Low,61.88499519,60.15411517,53.46084503,71.31304102,53.22125144,58.27725611,76.6511777,71.70405203,100,11.891069,13.88102895,9.427375851,12.72181592
41612,23.15898207,Female,Swimming,7.90164501,Self-talk,Feedback-based,15.48158912,77.86026509,5.74274473,Low,66.73678632,65.26212024,14.08728047,100,64.16129207,62.83718421,74.70441621,96.52703588,90.58579444,4.797725053,16.20236736,10.41449112,15.5776844
41613,27.48229353,Female,Tennis,5.521507569,Mindfulness,AI-guided,8.365030051,45.70668191,6.641856526,High,95.01768234,58.34271264,41.30270888,90.72487574,79.75949465,55.61537916,66.18035298,87.09197378,78.77217276,8.26569333,9.550251193,17.07111559,10.48838771
41614,29.31430396,Male,Swimming,5.936676581,Mindfulness,Feedback-based,18.80300522,69.75136547,5.199717604,Low,52.87905288,68.68787919,53.75070271,76.32300155,50.06858537,51.06289083,84.26558942,68.65424237,59.28947788,11.52967239,21.08967783,18.12676095,15.64533357
41615,39.40289507,Male,Athletics,5.164751703,Mindfulness,Feedback-based,9.726119755,43.7531264,10.23987798,Medium,57.18825063,69.30647849,32.60279301,82.5589548,86.84376241,58.58921241,77.84861614,73.5736512,84.83475763,12.93059388,10.91863293,21.53905331,14.22040497
41616,20.96990023,Male,Swimming,3.533882876,Goal-setting,Feedback-based,18.65575748,48.98418323,7.631248378,Medium,91.94613597,49.82844168,18.93355369,66.79485379,85.02492701,60.83374855,59.30079341,57.22682886,72.6268984,6.432823982,1.228396876,19.66285362,16.22914513
41617,28.77192609,Male,Football,4.871196444,Cognitive Restructuring,AI-guided,8.399736364,55.33618104,7.776673265,High,57.53183321,67.27663181,12.97657641,77.39743904,63.17371164,97.18138787,93.38167408,75.97750909,82.47812482,10.35469876,13.46038631,5.195728204,6.588560083
41618,27.09986976,Female,Tennis,7.400468295,Self-talk,Feedback-based,12.17958234,30.33974898,4.063374517,High,67.24201181,68.60814284,59.78080983,76.5712656,70.63444137,50.04936758,81.12530516,81.22625119,67.67856925,10.70121694,15.81841453,11.8525961,16.89301333
41619,25.2039072,Male,Basketball,2.536413866,Visualization,Coach-adjusted,8.9123298,62.41688396,7.837568168,High,45.7735067,81.30306307,39.42619239,55.00179326,63.15778706,93.6028835,78.90591177,90.0797667,89.32870426,13.8694053,14.17680288,18.81060631,11.04836773
41620,29.53722775,Male,Tennis,6.053749232,Cognitive Restructuring,Feedback-based,12.73740459,61.04847591,2.663746417,Medium,100,66.97627919,38.19120278,75.5448678,54.94310249,86.56697543,69.42598539,87.4419799,72.66545252,8.2851168,3.939699554,12.84327031,7.947071989
41621,35.48252027,Female,Swimming,2.33639746,Self-talk,AI-guided,15.0825115,40.88111398,9.164487662,Low,65.3080116,58.32177094,77.09989743,96.46658757,91.82020507,64.82736254,72.51034288,82.53883784,61.35062391,9.679595393,21.03665464,24.95115635,13.81548159
41622,30.49875524,Male,Basketball,4.558837575,Mindfulness,AI-guided,6.677518196,79.1180447,8.097572439,High,57.24667068,30.42539304,31.20815733,71.61155337,78.68229928,77.85926989,78.25471124,77.98860611,87.246379,2.841630382,4.453301641,12.97849946,6.863618857
41623,18.18116629,Male,Football,6.595990158,Goal-setting,Feedback-based,14.15583172,39.56892884,9.937551407,Low,97.79809965,60.11637862,42.32824896,60.59273252,82.22094318,100,80.26170812,68.75603461,96.28807647,9.211899929,14.51969699,17.73108341,7.731218686
